,page_id,page_name,post_id,created_timestamp,post_url,source_relation,platform,post_message,clicks,comments,impressions,likes,shares
10,11841037,Kertys,6901837020327739392,2022-02-22 10:36:15.758000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6901837020327739392,,linkedin,"M-Files Online February '22 Update is starting to roll out this week. Many great small improvements this month:
🎨 Support for custom object type icons in new M-Files Web
🔄 Automatically refresh view when object has changed on server: content of an open view in M-Files Desktop is now automatically refreshed as a background operation at specified refresh intervals.
⚡️ Better metadata card configuration performance in M-Files Classic Web
📄 Performance with templates improved in document creation in M-Files Desktop
📤 Possibility to change the default exportation settings: the export dialog in M-Files Desktop now remembers the options used last time.
🔕 Possibility to disable notifications per user for assignments: assignment notifications and workflow state notifications are not sent anymore if a user has configured notifications off in M-Files Desktop.
🔍 Search within this view as a new view option: you can now configure a view to default to ""Search within this view"" under the view's Advanced tab.
🔭 Multiple improvements for M-Files Discovery

Plus other improvements and fixes, full release notes: https://lnkd.in/gdpuPZnJ

The M-Files 2018 product has moved to maintenance mode. No new features will be introduced by default to M-Files 2018.

#MFiles #InformationManagement #ReleaseNotes",1,0,105,3,1
11,11841037,Kertys,6916097818063433728,2022-04-02 19:03:34.877000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6916097818063433728,,linkedin,"Kertys vous souhaite un très bon #Ramadan et vous transmets ses meilleurs voeux. Que ce mois soit une occasion pour rafraichir vos esprits et en profiter pour découvrir plus d'#actualités autour du #transformationdigitale et de la #technologie.
#ramdan2022 #ramadanmubarak",7,0,147,3,1
12,11841037,Kertys,6944584612681539585,2022-06-20 09:39:56.055000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6944584612681539585,,linkedin,"M-Files Online June '22 Update is now rolling out to customers via automatic updates and will be available for manual download later this week. Highlights this month:
🎬 The new M-Files Web can now preview video and audio files. Supported video formats: MP4, WEBM, and OGV. Supported audio formats: MP3, OGG, WAV.
📧 Vault admins can now configure external mail sources in multi-tenant cloud environments
🔑 Support for Azure Key Vault in on-premises Multi-Server Mode environments
💡 Smart Metadata and Smart Migration improvements
🧩 M-Files Plugin for Hubshare allows you to, for instance, create hubs and hub users from M-Files. The plugin is separately available on the M-Files Catalog: https://lnkd.in/erSCgjQw

Plus other improvements and 30+ fixes, full release notes: https://lnkd.in/dwDEypz

There will not be an M-Files update in July, so the next version will be released in August. Have a nice summer!

#MFiles #InformationManagement #ReleaseNotes",7,0,200,4,1
13,11841037,Kertys,6958464452111261696,2022-07-28 16:53:27.538000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6958464452111261696,,linkedin,"Combler les écarts dans la gestion de vos données et des documents avec GED M-Files et #Sharepoint
Découvrez Comment M-Files et SharePoint peuvent-ils rendre votre entreprise plus efficace ?
#GED #dématérialisation #processus #digitalnow #digitalafrica
https://lnkd.in/eXemYxVR",4,0,109,3,2
14,11841037,Kertys,6927706791057199104,2022-05-04 19:53:29.660000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6927706791057199104,,linkedin,,3,0,110,0,0
15,11841037,Kertys,6937318334375866368,2022-05-31 08:26:20.180000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6937318334375866368,,linkedin,"M-Files is investing significantly in developing the digital #UserExperience. In this blog post, our Head of Design Antti Kujala gives a glimpse of the 7 design principles at the heart of the M-Files design language: https://lnkd.in/e_w2z88m

To put these principles in practice, we are currently working on a significant UI update of M-Files Desktop client, coming out later this year. Stay tuned for more news on this redesign!

#mfilesforafrica #mfilesmaroc #gedmaroc #dématerialisation #processus",3,0,108,0,0
16,69569872,GED M-Files for Africa,6961244122347180033,2022-08-05 08:58:52.534000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6961244122347180033,,linkedin,,0,0,11,0,0
17,11841037,Kertys,6950049023332376579,2022-07-05 11:33:33.019000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6950049023332376579,,linkedin,"REPLAY 📆 Webinaire Le pilotage de la performance financière avec LucaNet et Kertys 28 juin 2022

Dans un contexte de #digitalisation accrue des métiers verticaux en Finance, audit, comptabilité et consolidation, adopter une stratégie de transformation digitale métier est primordial pour répondre aux enjeux des clients, de la performance société et aux obligations légales.

Nous espérons que vous avez apprécié la solution LucaNet France All in one de pilotage de la performance financière Lucanet pour le reporting, l’analyse, la planification et la consolidation financière. 

Au cas où vous souhaiteriez revoir le wébinaire ou, au cas où vous vous étiez inscrits et que vous n’aviez pas eu le temps d’y participer, vous pouvez accéder à https://lnkd.in/dzra6uSg

Pour une démo personnalisée : https://lnkd.in/dfSPs8j2

#digitalnow #morocconow #DAF #finance #performancefinancière #Directeurfinancier #consolideur #marocdigital #afriquedigital",3,0,214,3,2
18,11841037,Kertys,6946547246918217728,2022-06-25 19:38:44.413000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6946547246918217728,,linkedin,Check out this upcoming event I’ll be attending,0,0,39,0,0
19,11841037,Kertys,6902175739429675010,2022-02-23 09:02:12.656000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6902175739429675010,,linkedin,"Maysan Mando est une joint-venture turco-coréenne qui fabrique des amortisseurs pour l'industrie automobile. 
Découvrez comment l'entreprise a considérablement augmenté la vitesse et l'efficacité de ses #processus d'approbation, ainsi que la façon dont elle effectue les audits de lean 5S, en utilisant E-Flow BPM.

Demandez votre démo gratuit E-Flow #BPM ici : www.kertys.com/demo 👈

#BPMMaroc #businessautomation #digitalaccessibility #digitalworkplace #digitalmorocco #digitalafrica #morocconow",9,0,279,8,7
20,11841037,Kertys,6946547196733366273,2022-06-25 19:38:32.421000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6946547196733366273,,linkedin,Check out this upcoming event I’ll be attending,0,0,10,0,0
21,11841037,Kertys,6916693862904135680,2022-04-04 10:32:03.017000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6916693862904135680,,linkedin,"#Piql is a unique platform for backup, archiving and restoration of data in offline mode.
Thanks to its PiqlFilm technology combining an ultra-resistant material and an ultra-optimized storage via Qr-code, the Off-line mode allows you an efficient protection against intrusions, cyber-attacks, ransomwares and all other natural disasters.

Your computer system is fully backed up in Offline mode and restored at any time in Online mode: Environment, system, software, source code, document, image, video etc.

Read more : https://lnkd.in/dfjruUuC

*dont forget to change FR to EN

#Piql #cyberattack #morocconow #moroccotech #ransomware #cybersecurity",7,0,211,3,10
22,69569872,GED M-Files for Africa,6954741031007350785,2022-07-18 10:17:54.774000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6954741031007350785,,linkedin,"KERTYS Maroc et son partenaire Concept Cameroun vous donnent rendez-vous le 15 Septembre à 10h GMT+1 , pour un Forum virtuel commun dédié à la Gestion électronique des documents en Afrique et la dématérialisation des processus métiers au sein des entreprises Africaines.

Au programme :

- 📌 Découvrez la 𝐟𝐨𝐫𝐜𝐞 𝐝𝐮 𝐩𝐚𝐫𝐭𝐞𝐧𝐚𝐫𝐢𝐚𝐭 entre Kertys et Concept Cameroun, et comment les deux sociétés travaillent ensemble pour simplifier et accompagner les sociètes Africaines dans leurs transformation digitale.

- 💻 Assistez à une Présentation et une 𝐝𝐞́𝐦𝐨 de M-Files , outil complet qui permet à la fois la gestion et dématérialisation de vos processus métiers et la gestion électronique de vos documents.


- 🧐 : Témoignage Cas client d'#Ecobank, #Béneficial life et #Orange

- 👉 : une Offre de démarrage : Licences + Services + Applications (Bureau d'ordre + factures fournisseurs + ..) avec offre numérisation


- ✅ 𝐏𝐨𝐬𝐞𝐳 𝐭𝐨𝐮𝐭𝐞𝐬 𝐯𝐨𝐬 𝐪𝐮𝐞𝐬𝐭𝐢𝐨𝐧𝐬 en direct à Ali Lahrichi, CEO de Kertys, et Cyrille Tchomte, DG de Concept Cameroun

Inscrivez-vous gratuitement à ce webinaire !",1,0,11,0,0
23,78306774,Rotary club Casablanca city,6918687766889267200,2022-04-09 22:35:06.823000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6918687766889267200,,linkedin,"Dans le cadre des actions sociales du #RotaryClub Casablanca City, nous vous invitons à la pièce de théâtre “#Hammam #La3yalate” le #21 Avril 📅 .

En plus de passer un bon moment de plaisir et de détente, vous participerez au financement d’une des actions phares de notre club, à savoir le projet #Incubateur.

➡ Ce projet vise à favoriser :
✅ L’Inclusion économique des porteurs de projets et entrepreneurs de quartiers défavorisés
✅ L’insertion de ces derniers dans le tissu économique Marocain;
La pérennisation des projets
✅ Et la garantie d’une autonomie financière.

➡ L’appui du Rotary Club Casablanca City concerne deux volets :
✅L’appui financier : Fonds d’amorçage, Equipements et espaces de travail collectifs
✅ L’appui non financier : Accompagnement et conseil, Mise en relation/Réseautage, événements entrepreneuriaux.

📌 Aidez-nous à réussir ce projet en réservant dès maintenance votre ticket !
Prix du ticket : 300 MAD
👉 Reservation ici : https://lnkd.in/duVYRds8
ou sur 👉https://lnkd.in/dsJug4WA",26,1,386,9,3
24,11841037,Kertys,6912322109096505344,2022-03-23 09:00:16.081000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6912322109096505344,,linkedin,WE ARE #hiring. Vous connaissez quelqu'un qui pourrait être intéressé ?,8,0,102,0,0
25,11841037,Kertys,6920770861385801728,2022-04-15 16:32:35.158000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6920770861385801728,,linkedin,Kertys organise l’événement Webinaire: Le pilotage de la performance financière avec lucanet. Souhaitez-vous participer ?,2,0,25,0,0
26,11841037,Kertys,6906887619926704128,2022-03-08 09:05:32.716000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6906887619926704128,,linkedin,"Happy International Women’s day 🎉
#womenatwork #womenintech #africanwomen",0,0,72,0,0
27,11841037,Kertys,6896777104781123584,2022-02-08 11:29:57.826000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6896777104781123584,,linkedin,"Le lieu de travail du futur est là ! ⁣

#KertysDigitalWorkplace favorise la collaboration numérique tout en dématérialisant notre travail quotidien. Découvrez un espace de travail exclusif sous un même toit, Dans ce contexte de télétravail et de transformation digitale, un nouveau concept émerge, celui de la ""Digital Workplace"".

⁣Un meilleur lieu de travail ne consiste pas seulement à réduire vos déplacements quotidiens ou la distance qui vous sépare de vos coéquipiers. crée un environnement de travail collaboratif et gère vos processus métiers depuis le cloud.

Découvrez nos smart Apps ici : 👇

#smartapp #smartautomation #transformationnumérique #digitalafrica #afriquedigitale #afriquedelouest",3,0,105,0,0
28,11841037,Kertys,6954720480616431616,2022-07-18 08:56:15.174000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6954720480616431616,,linkedin,"Pour votre #consolidation financière, dites adieu aux processus manuels épuisants sur des tableurs interminables😵.
Découvrez #LucaNet et automatisez vos processus de consolidation.
Vous aurez enfin plus de temps 😃 pour ce qui compte vraiment.

Demandez votre démo ici : www.kertys.com/demo
#automatisation #fpm #pilotage #DAF #controledegestion 
#rapprochement #FinanceEntreprise",1,0,459,4,1
29,11841037,Kertys,6930435038316486656,2022-05-12 08:34:34.532000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6930435038316486656,,linkedin,Kertys is hosting Webinaire : La dématérialisation du bureau d'ordre et gestion des courriers. Would you like to attend?,1,0,39,0,0
30,11841037,Kertys,6911606554215493633,2022-03-21 09:36:54.085000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6911606554215493633,,linkedin,"Join webinar StreamSets to find out how the right #DataIntegration platform can help make your life easier. Reserve your seat now:
Learn more about streamSets : https://lnkd.in/d29qHVaR",0,0,58,1,0
31,11841037,Kertys,6915286909007077377,2022-03-31 13:21:19.072000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6915286909007077377,,linkedin,"🚨 [ANNONCE PARTENARIAT] 🤝 Kertys x LucaNet AG 
 
 Toute l’équipe Kertys est extrêmement heureuse d’annoncer notre nouveau #partenariat avec LucaNet, fournisseur allemand de solution FPM ( Financial Performance Management) allié du DAF. Pour maîtriser la consolidation financière, la planification, le reporting et la gestion des données

 💡Ce partenariat est né de la volonté de proposer des solutions technologiques avec des valeurs humaines fortes qui facilite grandement la vie des directeurs financiers, des contrôleurs et des comptables de groupe. Disponible à la fois en version cloud et sur site, LucaNet est la solution idéale pour les entreprises de toutes tailles et de tous secteurs. Plus de 3 500 clients dans plus de 50 pays font confiance à LucaNet 💪
👉 Si vous voulez en savoir plus sur la solution #lucaNet
 
 ✅ Consultez notre article, lien dans les commentaires ⬇️",11,1,290,5,2
32,11841037,Kertys,6899298164533514240,2022-02-15 10:27:45.408000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6899298164533514240,,linkedin,"Le Svalbard Global Seed Vault a choisi la technologie unique de #stockage de #données de #Piql pour archiver les informations sur les graines déposées dans la #chambre #forte. Les données seront stockées sur le support de stockage immuable et à long terme, piqlFilm, avec les graines.

""Il est presque aussi important que la semence même, de savoir de quel type de semence il s'agit et quelles sont ses propriétés. Ces informations sont actuellement stockées dans des bases de données. Ces systèmes sont vulnérables, et il y a un risque de perdre des informations, car les graines doivent être conservées pendant plusieurs décennies, voire plusieurs centaines d'années.""

Åsmund Asdal, coordinateur, Chambre forte mondiale des semences de Svalbard

La ministre de l'agriculture et de l'alimentation Sandra Borch et la ministre du développement international Anne Beathe Tvinnereim ont déposé les données et les graines.

https://lnkd.in/dFCuTfTZ

#Présevationdesdonnées #patrimoine #patrimoineafrique #patrimoinedumaroc #morocconow #moroccotech #digitalafrica",12,0,295,12,3
33,69569872,GED M-Files for Africa,6917425381750775808,2022-04-06 10:58:50.670000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6917425381750775808,,linkedin,"[Webinar 💬]
Kertys is hosting Webinaire : La dématérialisation du bureau d'ordre et gestion des courriers. Would you like to attend?

Au programme :
✅ Présentation de la solution M-Files
✅ Présentation de la solution de gestion de courriers :
◾ Courriers entrants
◾ Courriers sortants

✅Présentation de cas clients
✅Présentation de la Kertys Digital Workplace avec la digitalisation d’autres processus métiers : Gestion des factures fournisseurs, gestion des appels d’offres, gestion des Ressources Humaines, …et le lien avec le bureau d’ordre
✅ Echanges et questions/réponses

Vous découvrirez lors de ce wébinaire que la dématérialisation des workflows avec M-Files mène à une vraie transformation numérique de votre entreprise. La solution M-Files est simple à mettre en place, avec un ROI (Retour sur Investissement) immédiat et des avantages nombreux comme :
1.L'automatisation et la rationalisation des processus de travail.
2. Renforcement de la sécurité des données et des processus
3. Minimisation des erreurs humaines

https://lnkd.in/dr-MYpNS",0,0,24,0,0
34,11841037,Kertys,6942404643171786752,2022-06-14 09:17:30.727000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6942404643171786752,,linkedin,"KERTYS organise le 28 Juin 2022 à 10h GMT +1 un webinaire dédié à la solution LucaNet, outil All in one de pilotage de la performance financière pour le reporting, l’analyse, la planification et la consolidation financière .

LucaNet France vous permet de regrouper vos processus financiers (#consolidation, #planification, #reporting et #analyse) au sein d'une même application pour obtenir en un seul clic des données à la fiabilité absolue.

Vous découvrirez comment #LucaNet automatise les processus financiers d'une entreprise et des étapes internes nécessaires à la réalisation des opérations financières.
‍
Inscription : https://lnkd.in/dzra6uSg


#LucanetAfrique #LucanetMaroc #pilotagefinancier #DAF #CFO
 #FPM #reporting #planification",4,1,260,9,5
35,11841037,Kertys,6904726556347097088,2022-03-02 09:58:14.810000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6904726556347097088,,linkedin,"Qu'est-ce que #StreamSets ?

La plateforme #DataOps StreamSets permet à l'ensemble de votre équipe, des #data #engineer hautement qualifiés aux développeurs #ETL visuels, d'effectuer un travail d'ingénierie de données puissant. Seul StreamSets permet à la fois de commencer à construire rapidement des pipelines grâce à une conception axée sur l'intention et de les étendre facilement pour répondre aux besoins complexes des entreprises.

📌 Les pipelines de données intelligents s'adressent à l'ensemble de l'écosystème de l'ingénierie des données, permettant à un ingénieur de données d'aider 10 développeurs ETL et de servir 100 analystes. Les pipelines intelligents éliminent également 90 % du temps consacré à la réparation et à la maintenance, car ils sont résistants à la dérive des données et offrent une portabilité vers de nouvelles plateformes de données sans réécriture. Avec #StreamSets, fournissez des données en continu via #DataOps, malgré la dérive constante des données.

L'exécution de votre premier pipeline dans StreamSets est simple et entièrement gratuite.

✳ Facile à démarrer, facile à faire évoluer
- Créez et déployez rapidement des pipelines de streaming, batch, CDC, ETL et ML.

✳ Gestion automatique de la dérive des données  
- Maintenez les tâches en cours d'exécution même lorsque les schémas et les structures changent. 

✳ Déployez sur des plateformes hybrides et multi-clouds.
- Surveillez et gérez tous vos pipelines de données à partir d'un seul et même écran.

Demandez votre démonstration StreamSets ici : https://lnkd.in/dfSPs8j2 👈",8,0,244,2,5
36,11841037,Kertys,6930090652684668929,2022-05-11 09:46:06.597000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6930090652684668929,,linkedin,"Découvrez le Webinaire de demain Jeudi 12 Mai sur la dématérialisation du bureau d'ordre et la gestion des courriers GEC avec M-Files
Inscrivez-vous pour recevoir le lien vers la réunion :
https://lnkd.in/drE4SZxU

#morocconow #moroccotech #Bureaudordredigital #mfilesmaroc #mfilesafrique #gestiondescourriersafrique",2,0,174,0,0
37,11841037,Kertys,6959093467020959744,2022-07-30 10:32:56.398000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6959093467020959744,,linkedin,"

نتمنى لكم ولأحبتكم سنة هجرية سعيدة
We wish you and your loved ones a Happy Islamic New Year 

#IslamicNewYear2022 #HijriNewYear #Hijri1444 ",3,0,117,1,1
38,11841037,Kertys,6961341605790294016,2022-08-05 15:26:14.577000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6961341605790294016,,linkedin,"Des erreurs dans la consolidation, la planification et le reporting financiers ? 😵 Des données financières qui nécessitent un nettoyage manuel fastidieux ? D'innombrables séances de clarification des transactions interentreprises ? En tant que dirigeant d'entreprise, vous êtes constamment à la recherche de moyens de rationaliser vos processus financiers. 

🚀 Il existe une meilleure solution - et une solution plus simple : Le logiciel de gestion de la performance financière de #LucaNet.

✅ Notre outils logiciels intelligents de FPM permet de cartographier vos processus associés dans un seul outil pour vous donner une vue d'ensemble complète de vos finances. Vous serez en mesure d'automatiser chaque étape et de générer des chiffres fiables, tout en gagnant du temps grâce à un flux de travail rationalisé.

👉 Demander votre démo ici: www.kertys.com/demo

#consolidationfinancière #DAF #directeurfinancier #audit #automatisationfinancère #morocconow #digitalnow #digitalafrica",1,0,131,2,3
39,11841037,Kertys,6902245434400854016,2022-02-23 13:39:09.262000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6902245434400854016,,linkedin,"Le marché du #low-code et du #no-code ne cesse de grandir et de plus en plus d’entreprises s’y intéressent pour palier à la pénurie de compétences techniques associée à une demande toujours croissante d’applications métiers.

Dans cet article Olivier PAUGAM, co-fondateur et COO d’Ignimission revient sur les avantages et les limites de ces solutions.

Envie d’en savoir plus sur la solution low-code Ignimission pour la collecte des données ? 👉 www.kertys.com/demo

Retrouvez la totalité de l’article ici 👉 https://lnkd.in/dbZjuY4q

#ignimission #ignimissionafrica #lowcode #nocode #datacollection",2,0,115,0,0
40,11841037,Kertys,6950200001440460800,2022-07-05 21:33:28.910000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6950200001440460800,,linkedin,Kertys organise l’événement La GED en Afrique et la dématérialisation des des processus métiers.. Souhaitez-vous participer ?,1,0,40,0,0
41,11841037,Kertys,6929480659191091200,2022-05-09 17:22:12.871000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6929480659191091200,,linkedin,"Depuis plus de douze ans, Kertys accompagne des PME et grands Groupes au Maroc et en Afrique pour améliorer leur performance et productivité au travers de l'implémentation de solutions digitales innovantes.

Notre connaissance métier, notre expertise technique et nos partenariats avec les meilleurs outils technologiques sur le marché nous permettent d'accompagner nos clients dans leur processus d'innovation et de transformation de l'organisation.

Kertys vous accompagne dans l'automatisation de vos processus métiers, l'élaboration d'applications web et mobiles personnalisées répondant à vos besoins et dans la formation de vos collaborateurs avec des solutions : gestion électronique des documents, dématérialisation des archives, du bureau d'ordre et des processus métiers avec GED M-Files, la dématérialisation et gestion de la fonction RH avec SIRH Talentsoft, la consolidation et la gestion de la performance financière avec Lucanet, DataOps et ETL avec StreamSets, Préservation long terme des données et Cybersécurité avec PIQl, Création application web et mobile avec BPM EFLOW, robotisation automatisée des processus avec Automation Anywhere, la collecte des données avec Ignimission ……

Venez rencontrer l’équipe Kertys sur leur stand les 18 et 19 Mai à l’Hôtel Grand Mogador Casablanca.

Téléchargez votre badge sur :
https://lnkd.in/dSVbNniB 

Plus d'informations sur : www.emecexpo.ma

#salon #événementiel #event #business #trends #innovation #maroc #morocco #casablanca #emecexpo #emecexpo2022 #transformation #transformationdigitale #digitaltransformation #emarketing #ecommerce #cloud #socialmedia #réseauxsociaux #affichagenumérique #mobile #expo #exposition",7,0,166,3,1
42,69569872,GED M-Files for Africa,6958464596932239360,2022-07-28 16:54:02.035000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6958464596932239360,,linkedin,,0,0,7,0,0
43,78306774,Rotary club Casablanca city,6918689209222324224,2022-04-09 22:40:50.632000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:ugcPost:6918689209222324224,,linkedin,,6,0,98,4,2
44,11841037,Kertys,6912429400474927104,2022-03-23 16:06:35.892000+00:00,https://www.linkedin.com/embed/feed/update/urn:li:share:6912429400474927104,,linkedin,,1,0,38,0,0
